Loan_ID,Country,Loan_Amount,Tenor_Months,Interest_Rate,Borrower_Type,Secured,Days_Past_Due,Credit_Score,Repayment_History,Months_Elapsed,Outstanding_Balance,Moody_Rating,Default_Spread,Country_Risk_Premium,PD_Base,Score_Factor,Delinquency_Factor,History_Factor,Collateral_Factor,PD,LGD_Base,LGD,EAD,Utilization,ECL
MF0311,"Yemen, Republic",8472.49,60,0.2426,SME,False,0,454.0,0.87,28,4518.66,0.11884873749896686,0.05,0.20344841908628034,0.05,1.56,1.0,1.13,1.0,0.08814000000000001,0.45,0.54,4744.593,0.5333331759612582,225.82175059080004
MF0312,Zimbabwe,19445.15,36,0.1026,SME,False,0,605.0,0.592,30,3240.86,0.08916565418629636,0.05,0.16345052793348747,0.05,1.1285714285714286,1.0,1.408,1.0,0.07945142857142858,0.45,0.54,3402.9030000000002,0.1666667523778423,145.99737250560003
MF0313,Algeria,2092.32,60,0.0974,SME,False,0,638.0,0.805,40,697.44,0.02979948756095544,0.05,0.08345474562790181,0.05,1.0342857142857143,1.0,1.1949999999999998,1.0,0.06179857142857142,0.45,0.54,732.3120000000001,0.3333333333333333,24.438151137600002
MF0314,Gambia,27546.76,18,0.192,SME,True,0,466.0,0.891,11,10712.63,0.04458282709314819,0.05,0.10337526396674374,0.05,1.5257142857142858,1.0,1.109,0.8,0.06768068571428572,0.45,0.315,11248.2615,0.38888892922434437,239.80636619528403
MF0315,Sudan,7140.9,54,0.2403,Agricultural,False,0,642.0,0.75,10,5818.51,0.17499999999999996,0.05,0.2791121249739206,0.05,1.022857142857143,1.0,1.25,1.0,0.06392857142857143,0.45,0.54,6109.4355000000005,0.8148146592166254,210.90644122500007
MF0316,Liberia,5758.86,60,0.2175,Women-owned,True,120,807.0,0.906,1,5662.88,0.08916565418629636,0.05,0.16345052793348747,0.05,0.5514285714285714,15.0,1.0939999999999999,0.8,0.3619577142857142,0.45,0.315,5946.024,0.9833335069788118,677.9459156803199
MF0317,Gambia,3605.86,12,0.093,Individual,False,0,658.0,0.754,1,3305.37,0.04458282709314819,0.05,0.10337526396674374,0.05,0.9771428571428571,1.0,1.246,1.0,0.060876,0.45,0.54,3470.6385,0.9166662044560797,114.09043823604
MF0318,Iran,2156.23,36,0.1275,Women-owned,False,0,718.0,0.89,1,2096.33,0.06437154930159515,0.05,0.13004052473527228,0.05,0.8057142857142857,1.0,1.1099999999999999,1.0,0.04471714285714285,0.45,0.54,2201.1465,0.9722200321858058,53.151650544599995
MF0319,Myanmar,15654.86,42,0.2382,Agricultural,True,0,586.0,0.673,33,3354.61,0.09906001529051987,0.05,0.17678315831775177,0.05,1.1828571428571428,1.0,1.327,0.8,0.06278605714285715,0.45,0.315,3522.3405000000002,0.2142855317773522,69.66346965152401
MF0320,Sudan,8592.58,54,0.123,SME,False,0,482.0,0.9,2,8274.34,0.17499999999999996,0.05,0.2791121249739206,0.05,1.48,1.0,1.1,1.0,0.0814,0.45,0.54,8688.057,0.9629633939980774,381.89223349200006
MF0321,Russia,2887.17,18,0.2128,Agricultural,True,0,463.0,0.735,15,481.19,0.02979948756095544,0.05,0.08345474562790181,0.05,1.5342857142857143,1.0,1.2650000000000001,0.8,0.07763485714285717,0.45,0.315,505.2495,0.1666649348670151,12.355866417510004
MF0322,Brunei,2875.37,60,0.2203,Women-owned,True,0,733.0,0.92,50,479.23,0.005936616662534093,0.05,0.051299578230558564,0.05,0.7628571428571429,1.0,1.08,0.8,0.03295542857142857,0.45,0.315,503.1915,0.16666724630221502,5.2236108338400005
MF0323,Liberia,6194.22,18,0.1642,Individual,True,180,662.0,0.752,3,5161.85,0.08916565418629636,0.05,0.16345052793348747,0.05,0.9657142857142857,25.0,1.248,0.8,0.99,0.45,0.315,5419.942500000001,0.8333333333333334,1690.2090686250003
MF0324,Brunei,30798.38,42,0.1457,Agricultural,True,0,466.0,0.739,22,14665.9,0.005936616662534093,0.05,0.051299578230558564,0.05,1.5257142857142858,1.0,1.2610000000000001,0.8,0.0769570285714286,0.45,0.315,15399.195,0.476190630805906,373.2990312214801
MF0325,Somalia,6583.53,24,0.1565,Individual,False,60,454.0,0.889,24,0.0,0.09906001529051987,0.05,0.17678315831775177,0.05,1.56,4.0,1.111,1.0,0.34663200000000005,0.45,0.54,0.0,0.0,0.0
MF0326,Iran,2434.47,48,0.1186,Agricultural,True,30,636.0,0.514,19,1470.83,0.06437154930159515,0.05,0.13004052473527228,0.05,1.04,2.0,1.486,0.8,0.12363520000000001,0.45,0.315,1544.3715,0.6041684637724022,60.145683972192
MF0327,Algeria,6656.88,42,0.2312,Individual,True,0,595.0,0.868,24,2852.95,0.02979948756095544,0.05,0.08345474562790181,0.05,1.157142857142857,1.0,1.1320000000000001,0.8,0.052395428571428586,0.45,0.315,2995.5975,0.4285716431721767,49.44101867460001
MF0328,"Korea, D.P.R.",6514.73,30,0.1566,Individual,False,0,678.0,0.86,29,217.16,0.11884873749896686,0.05,0.20344841908628034,0.05,0.92,1.0,1.1400000000000001,1.0,0.052440000000000014,0.45,0.54,228.018,0.03333369149604051,6.456922516800002
MF0329,Libya,936.82,42,0.23,SME,False,90,720.0,0.731,17,557.63,0.015830977766757574,0.05,0.06463220861482283,0.05,0.8,8.0,1.2690000000000001,1.0,0.4060800000000001,0.45,0.54,585.5115000000001,0.5952370786276979,128.39283535680005
MF0330,Sierra Leone,7758.65,18,0.098,Individual,False,0,709.0,0.635,9,3879.32,0.08916565418629636,0.05,0.16345052793348747,0.05,0.8314285714285714,1.0,1.365,1.0,0.056745,0.45,0.54,4073.2860000000005,0.49999935555799013,124.81485159780001
MF0331,Haiti,6736.21,12,0.248,SME,False,0,569.0,0.868,10,1122.7,0.11884873749896686,0.05,0.20344841908628034,0.05,1.2314285714285713,1.0,1.1320000000000001,1.0,0.06969885714285715,0.45,0.54,1178.835,0.16666641924761846,44.36826422040001
MF0332,Liberia,14142.86,36,0.1554,Women-owned,False,90,744.0,0.821,28,3142.86,0.08916565418629636,0.05,0.16345052793348747,0.05,0.7314285714285714,8.0,1.179,1.0,0.34494171428571435,0.45,0.54,3300.003,0.22222237934901426,614.6866936627201
MF0333,Gambia,35566.69,12,0.0881,Women-owned,True,0,613.0,0.638,0,35566.69,0.04458282709314819,0.05,0.10337526396674374,0.05,1.1057142857142856,1.0,1.362,0.8,0.06023931428571429,0.45,0.315,37345.02450000001,1.0,708.6361803769082
MF0334,Sudan,19955.34,18,0.0865,SME,True,0,586.0,0.55,15,3325.89,0.17499999999999996,0.05,0.2791121249739206,0.05,1.1828571428571428,1.0,1.45,0.8,0.06860571428571428,0.45,0.315,3492.1845,0.16666666666666666,75.4689007926
MF0335,Malawi,6534.75,36,0.2069,SME,False,0,410.0,0.715,19,3085.85,0.08916565418629636,0.05,0.16345052793348747,0.05,1.6857142857142857,1.0,1.2850000000000001,1.0,0.10830714285714288,0.45,0.54,3240.1425,0.47222158460537894,189.50251137750004
MF0336,Haiti,3343.52,30,0.192,Agricultural,True,0,736.0,0.843,12,2006.11,0.11884873749896686,0.05,0.20344841908628034,0.05,0.7542857142857142,1.0,1.157,0.8,0.03490834285714286,0.45,0.315,2106.4155,0.5999994018280136,23.162414459184003
MF0337,Guinea,63493.18,48,0.2164,Agricultural,False,0,563.0,0.961,1,62170.41,0.08916565418629636,0.05,0.16345052793348747,0.05,1.2485714285714287,1.0,1.0390000000000001,1.0,0.06486328571428573,0.45,0.54,65278.93050000001,0.9791667388528973,2286.471196878031
MF0338,Malawi,8496.2,54,0.0979,Agricultural,True,0,509.0,0.914,23,4877.45,0.08916565418629636,0.05,0.16345052793348747,0.05,1.4028571428571428,1.0,1.0859999999999999,0.8,0.060940114285714275,0.45,0.315,5121.3225,0.5740742920364398,98.30960320985999
MF0339,"Yemen, Republic",8193.89,18,0.086,Women-owned,True,0,361.0,0.862,1,7738.67,0.11884873749896686,0.05,0.20344841908628034,0.05,1.8257142857142856,1.0,1.138,0.8,0.08310651428571429,0.45,0.315,8125.6035,0.9444439698360608,212.716533756132
MF0340,Algeria,7948.19,60,0.1665,Agricultural,True,0,695.0,0.76,56,529.88,0.02979948756095544,0.05,0.08345474562790181,0.05,0.8714285714285714,1.0,1.24,0.8,0.043222857142857146,0.45,0.315,556.374,0.06666675054320544,7.575143284800001
MF0341,Iran,9494.5,18,0.1459,Individual,False,0,455.0,0.745,13,2637.36,0.06437154930159515,0.05,0.13004052473527228,0.05,1.5571428571428572,1.0,1.255,1.0,0.09771071428571428,0.45,0.54,2769.228,0.2777776607509611,146.114952786
MF0342,Myanmar,7219.29,18,0.1585,Individual,True,0,409.0,0.761,3,6016.08,0.09906001529051987,0.05,0.17678315831775177,0.05,1.6885714285714286,1.0,1.2389999999999999,0.8,0.08368560000000001,0.45,0.315,6316.884,0.8333340259222167,166.51915171617603
MF0343,Sierra Leone,5120.82,36,0.2486,Agricultural,False,0,661.0,0.941,12,3413.88,0.08916565418629636,0.05,0.16345052793348747,0.05,0.9685714285714285,1.0,1.0590000000000002,1.0,0.051285857142857154,0.45,0.54,3584.574,0.6666666666666667,99.27249304428003
MF0344,Myanmar,5231.81,6,0.245,Individual,True,0,559.0,0.516,3,2615.91,0.09906001529051987,0.05,0.17678315831775177,0.05,1.26,1.0,1.484,0.8,0.0747936,0.45,0.315,2746.7055,0.5000009556921983,64.71233763271199
MF0345,Madagascar,7893.52,42,0.2402,Women-owned,True,0,400.0,0.911,34,1503.53,0.05447718819737166,0.05,0.116707894351008,0.05,1.7142857142857144,1.0,1.089,0.8,0.07467428571428573,0.45,0.315,1578.7065,0.19047649210998388,37.13496577560001
MF0346,Syria,5246.2,6,0.2133,Individual,False,0,722.0,0.84,3,2623.1,0.17499999999999996,0.05,0.2791121249739206,0.05,0.7942857142857143,1.0,1.1600000000000001,1.0,0.04606857142857144,0.45,0.54,2754.255,0.5,68.51768032800001
MF0347,Russia,4581.23,30,0.1403,Women-owned,False,0,355.0,0.935,21,1374.37,0.02979948756095544,0.05,0.08345474562790181,0.05,1.842857142857143,1.0,1.065,1.0,0.09813214285714286,0.45,0.54,1443.0884999999998,0.30000021828198975,76.47121809225001
MF0348,Brunei,8823.24,60,0.1501,SME,True,60,733.0,0.911,54,882.32,0.005936616662534093,0.05,0.051299578230558564,0.05,0.7628571428571429,4.0,1.089,0.8,0.13292022857142857,0.45,0.315,926.436,0.09999954665179685,38.789756736192004
MF0349,Brunei,6607.88,48,0.1734,SME,False,0,603.0,0.688,7,5644.23,0.005936616662534093,0.05,0.051299578230558564,0.05,1.1342857142857143,1.0,1.312,1.0,0.07440914285714287,0.45,0.54,5926.4415,0.8541665405546105,238.12997339232004
MF0350,Syria,26989.26,24,0.2212,SME,True,0,566.0,0.786,1,25864.71,0.17499999999999996,0.05,0.2791121249739206,0.05,1.24,1.0,1.214,0.8,0.0602144,0.45,0.315,27157.9455,0.9583334259627719,515.119308957288
MF0351,Somalia,971.87,30,0.0917,SME,True,0,418.0,0.908,5,809.89,0.09906001529051987,0.05,0.17678315831775177,0.05,1.6628571428571428,1.0,1.092,0.8,0.0726336,0.45,0.315,850.3845,0.8333316184263327,19.456443600048
MF0352,"Yemen, Republic",19403.44,24,0.1521,Individual,True,0,714.0,0.701,21,2425.43,0.11884873749896686,0.05,0.20344841908628034,0.05,0.8171428571428572,1.0,1.299,0.8,0.042458742857142864,0.45,0.315,2546.7015,0.125,34.06086939855601
MF0353,Liberia,21957.59,24,0.094,Agricultural,False,0,782.0,0.887,9,13723.49,0.08916565418629636,0.05,0.16345052793348747,0.05,0.6228571428571428,1.0,1.113,1.0,0.034662,0.45,0.54,14409.6645,0.62499982921623,269.71260708546004
MF0354,Guyana,1542.7,48,0.1675,Individual,False,0,447.0,0.943,43,160.7,0.015830977766757574,0.05,0.06463220861482283,0.05,1.58,1.0,1.057,1.0,0.08350300000000001,0.45,0.54,168.73499999999999,0.10416801711285407,7.6085345007
MF0355,Russia,6160.11,12,0.2328,Women-owned,True,0,594.0,0.651,4,4106.74,0.02979948756095544,0.05,0.08345474562790181,0.05,1.16,1.0,1.349,0.8,0.0625936,0.45,0.315,4312.077,0.6666666666666666,85.02115321576801
MF0356,Libya,6020.03,6,0.213,Individual,False,0,607.0,0.866,1,5016.69,0.015830977766757574,0.05,0.06463220861482283,0.05,1.1228571428571428,1.0,1.134,1.0,0.06366599999999999,0.45,0.54,5267.5244999999995,0.833333056479785,181.09559600117996
MF0357,Guinea-Bissau,2628.03,18,0.1187,Individual,True,0,686.0,0.861,9,1314.02,0.06437154930159515,0.05,0.13004052473527228,0.05,0.8971428571428571,1.0,1.139,0.8,0.04087382857142857,0.45,0.315,1379.721,0.5000019025658002,17.764261083576
MF0358,Algeria,4349.2,54,0.2459,Women-owned,True,0,356.0,0.887,22,2577.3,0.02979948756095544,0.05,0.08345474562790181,0.05,1.8399999999999999,1.0,1.113,0.8,0.08191680000000001,0.45,0.315,2706.1650000000004,0.5925917410098409,69.82931877768002
MF0359,Iran,3332.7,24,0.1934,SME,True,0,692.0,0.902,2,3054.98,0.06437154930159515,0.05,0.13004052473527228,0.05,0.88,1.0,1.0979999999999999,0.8,0.038649600000000006,0.45,0.315,3207.7290000000003,0.9166681669517209,39.05289446889601
MF0360,Zimbabwe,32919.36,60,0.0818,SME,True,0,499.0,0.966,31,15911.02,0.08916565418629636,0.05,0.16345052793348747,0.05,1.4314285714285715,1.0,1.034,0.8,0.059203885714285726,0.45,0.315,16706.571,0.4833332118242882,311.56458485090405
MF0361,Madagascar,17129.25,30,0.1234,SME,True,0,588.0,0.852,19,6280.72,0.05447718819737166,0.05,0.116707894351008,0.05,1.177142857142857,1.0,1.1480000000000001,0.8,0.0540544,0.45,0.315,6594.756,0.3666663747683057,112.28980729881602
MF0362,Madagascar,22409.59,12,0.1243,Agricultural,True,0,617.0,0.574,9,5602.4,0.05447718819737166,0.05,0.116707894351008,0.05,1.0942857142857143,1.0,1.4260000000000002,0.8,0.062418057142857156,0.45,0.315,5882.5199999999995,0.25000011155938145,115.66027289376001
MF0363,Guinea-Bissau,14433.94,24,0.0918,Women-owned,False,0,553.0,0.858,8,9622.63,0.06437154930159515,0.05,0.13004052473527228,0.05,1.2771428571428571,1.0,1.142,1.0,0.07292485714285714,0.45,0.54,10103.761499999999,0.666666897603842,397.8802965562199
MF0364,Haiti,3283.81,12,0.2432,Women-owned,True,0,730.0,0.75,3,2462.86,0.11884873749896686,0.05,0.20344841908628034,0.05,0.7714285714285715,1.0,1.25,0.8,0.03857142857142858,0.45,0.315,2586.003,0.7500007613107945,31.419936450000012
MF0365,Guinea,5326.15,12,0.1613,Individual,True,0,602.0,0.776,2,4438.46,0.08916565418629636,0.05,0.16345052793348747,0.05,1.1371428571428572,1.0,1.224,0.8,0.055674514285714294,0.45,0.315,4660.383,0.8333336462547994,81.73133637177601
MF0366,Guyana,11986.06,24,0.2323,Agricultural,True,0,356.0,0.877,13,5493.61,0.015830977766757574,0.05,0.06463220861482283,0.05,1.8399999999999999,1.0,1.123,0.8,0.0826528,0.45,0.315,5768.2905,0.4583332638081238,150.181088727096
MF0367,Malawi,3048.17,36,0.1348,SME,True,0,657.0,0.921,33,254.01,0.08916565418629636,0.05,0.16345052793348747,0.05,0.98,1.0,1.079,0.8,0.0422968,0.45,0.315,266.7105,0.08333196639295051,3.5535152130660004
MF0368,"Yemen, Republic",14334.13,42,0.1013,Agricultural,True,0,799.0,0.716,36,2047.73,0.11884873749896686,0.05,0.20344841908628034,0.05,0.5742857142857143,1.0,1.284,0.8,0.029495314285714294,0.45,0.315,2150.1165,0.14285694353267342,19.976784004296004
MF0369,Russia,6685.79,60,0.1606,Women-owned,False,0,633.0,0.928,19,4568.62,0.02979948756095544,0.05,0.08345474562790181,0.05,1.0485714285714285,1.0,1.072,1.0,0.05620342857142858,0.45,0.54,4797.051,0.6833328596919735,145.58978514528002
MF0370,Gambia,6003.77,18,0.0994,Women-owned,True,60,742.0,0.667,7,3668.97,0.04458282709314819,0.05,0.10337526396674374,0.05,0.7371428571428571,4.0,1.333,0.8,0.1572178285714286,0.45,0.315,3852.4184999999998,0.611111018576661,190.78569446529605
MF0371,Iran,14310.77,18,0.1626,Individual,False,0,656.0,0.898,6,9540.51,0.06437154930159515,0.05,0.13004052473527228,0.05,0.9828571428571429,1.0,1.1019999999999999,1.0,0.05415542857142857,0.45,0.54,10017.5355,0.6666664337418602,292.95212124528
MF0372,"Yemen, Republic",11561.21,60,0.2365,Individual,False,0,740.0,0.888,5,10597.78,0.11884873749896686,0.05,0.20344841908628034,0.05,0.7428571428571429,1.0,1.112,1.0,0.04130285714285715,0.45,0.54,11127.669000000002,0.9166670270672361,248.1864424416001
MF0373,Sierra Leone,6070.69,36,0.1685,Women-owned,True,0,671.0,0.85,10,4384.39,0.08916565418629636,0.05,0.16345052793348747,0.05,0.94,1.0,1.15,0.8,0.04324,0.45,0.315,4603.6095000000005,0.7222226797942245,62.70392355570001
MF0374,Malawi,20485.32,18,0.1848,SME,False,0,572.0,0.798,11,7966.51,0.08916565418629636,0.05,0.16345052793348747,0.05,1.2228571428571429,1.0,1.202,1.0,0.07349371428571429,0.45,0.54,8364.835500000001,0.38888872617074083,331.9719283533601
MF0375,Sudan,3412.33,12,0.1066,SME,True,0,400.0,0.807,1,3127.97,0.17499999999999996,0.05,0.2791121249739206,0.05,1.7142857142857144,1.0,1.193,0.8,0.08180571428571431,0.45,0.315,3284.3685,0.9166669108790767,84.63423500280003
MF0376,Liberia,13263.2,48,0.0874,Agricultural,False,0,610.0,0.929,41,1934.22,0.08916565418629636,0.05,0.16345052793348747,0.05,1.1142857142857143,1.0,1.071,1.0,0.05967,0.45,0.54,2030.931,0.1458335846552868,65.44025249580001
MF0377,Syria,13023.11,30,0.0988,Women-owned,True,0,685.0,0.858,24,2604.62,0.17499999999999996,0.05,0.2791121249739206,0.05,0.9,1.0,1.142,0.8,0.04111200000000001,0.45,0.315,2734.851,0.19999984642685195,35.41708620828001
MF0378,Somalia,6325.62,6,0.1818,Women-owned,True,60,356.0,0.81,4,2108.54,0.09906001529051987,0.05,0.17678315831775177,0.05,1.8399999999999999,4.0,1.19,0.8,0.350336,0.45,0.315,2213.967,0.3333333333333333,244.32418801728
MF0379,Syria,10518.66,18,0.0962,SME,True,0,785.0,0.773,13,2921.85,0.17499999999999996,0.05,0.2791121249739206,0.05,0.6142857142857143,1.0,1.2269999999999999,0.8,0.03014914285714286,0.45,0.315,3067.9425,0.2777777777777778,29.136188563650002
MF0380,Guinea-Bissau,2978.3,60,0.1439,SME,True,60,703.0,0.808,2,2879.02,0.06437154930159515,0.05,0.13004052473527228,0.05,0.8485714285714285,4.0,1.192,0.8,0.16183954285714286,0.45,0.315,3022.971,0.9666655474599604,154.109417083776
MF0381,Zimbabwe,16970.33,48,0.1735,Women-owned,True,0,596.0,0.858,17,10960.0,0.08916565418629636,0.05,0.16345052793348747,0.05,1.1542857142857144,1.0,1.142,0.8,0.05272777142857143,0.45,0.315,11508.0,0.6458330509777948,191.139225984
MF0382,"Korea, D.P.R.",6988.9,24,0.1461,Individual,True,0,322.0,0.883,23,291.2,0.11884873749896686,0.05,0.20344841908628034,0.05,1.9371428571428573,1.0,1.117,0.8,0.08655154285714287,0.45,0.315,305.76,0.04166607048319478,8.33615991936
MF0383,Madagascar,5333.81,42,0.1078,Women-owned,True,0,592.0,0.932,37,634.98,0.05447718819737166,0.05,0.116707894351008,0.05,1.1657142857142857,1.0,1.068,0.8,0.0497993142857143,0.45,0.315,666.729,0.11904811007516203,10.458833809536003
MF0384,Zimbabwe,18754.84,60,0.1265,Women-owned,False,0,745.0,0.751,9,15941.61,0.08916565418629636,0.05,0.16345052793348747,0.05,0.7285714285714286,1.0,1.249,1.0,0.04549928571428573,0.45,0.54,16738.6905,0.8499997867217209,411.2631692329502
MF0385,Algeria,4612.5,12,0.2378,SME,False,0,528.0,0.962,10,768.75,0.02979948756095544,0.05,0.08345474562790181,0.05,1.3485714285714285,1.0,1.038,1.0,0.06999085714285715,0.45,0.54,807.1875,0.16666666666666666,30.507702300000002
MF0386,Algeria,2626.04,42,0.1949,SME,True,0,527.0,0.826,11,1938.27,0.02979948756095544,0.05,0.08345474562790181,0.05,1.3514285714285714,1.0,1.174,0.8,0.06346308571428572,0.45,0.315,2035.1835,0.7380961447655024,40.685092845012
MF0387,Russia,2332.5,30,0.1643,Individual,True,0,725.0,0.67,6,1866.0,0.02979948756095544,0.05,0.08345474562790181,0.05,0.7857142857142857,1.0,1.33,0.8,0.041800000000000004,0.45,0.315,1959.3000000000002,0.8,25.798103100000006
MF0388,Brunei,13158.3,30,0.0822,Individual,False,0,690.0,0.819,16,6140.54,0.005936616662534093,0.05,0.051299578230558564,0.05,0.8857142857142857,1.0,1.181,1.0,0.052301428571428575,0.45,0.54,6447.567,0.4666666666666667,182.0971610514
MF0389,Sierra Leone,2909.27,36,0.2487,Agricultural,False,0,332.0,0.914,0,2909.27,0.08916565418629636,0.05,0.16345052793348747,0.05,1.9085714285714286,1.0,1.0859999999999999,1.0,0.10363542857142856,0.45,0.54,3054.7335000000003,1.0,170.95245233976001
MF0390,Iran,32985.9,54,0.1941,Women-owned,False,30,527.0,0.792,49,3054.25,0.06437154930159515,0.05,0.13004052473527228,0.05,1.3514285714285714,2.0,1.208,1.0,0.16325257142857144,0.45,0.54,3206.9625,0.09259259259259259,282.71423228400005
MF0391,Malawi,1532.19,36,0.1339,SME,True,0,520.0,0.804,25,468.17,0.08916565418629636,0.05,0.16345052793348747,0.05,1.3714285714285714,1.0,1.196,0.8,0.06560914285714285,0.45,0.315,491.5785,0.30555609943936457,10.159393870079999
MF0392,Zimbabwe,31481.81,48,0.2295,Individual,True,0,499.0,0.915,14,22299.62,0.08916565418629636,0.05,0.16345052793348747,0.05,1.4314285714285715,1.0,1.085,0.8,0.062124000000000006,0.45,0.315,23414.601,0.7083334789200493,458.20173184506007
MF0393,Algeria,9593.24,42,0.1239,Agricultural,True,30,714.0,0.991,32,2284.1,0.02979948756095544,0.05,0.08345474562790181,0.05,0.8171428571428572,2.0,1.009,0.8,0.06595977142857144,0.45,0.315,2398.305,0.23809474171395692,49.83036962904001
MF0394,Sierra Leone,7499.78,54,0.1725,Agricultural,True,0,452.0,0.88,36,2499.93,0.08916565418629636,0.05,0.16345052793348747,0.05,1.5657142857142858,1.0,1.12,0.8,0.07014400000000003,0.45,0.315,2624.9265,0.3333337777908152,57.99869599104002
MF0395,Haiti,5239.94,24,0.1881,SME,False,0,688.0,0.854,14,2183.31,0.11884873749896686,0.05,0.20344841908628034,0.05,0.8914285714285715,1.0,1.146,1.0,0.05107885714285714,0.45,0.54,2292.4755,0.41666698473646646,63.232395426720004
MF0396,Guinea-Bissau,11151.27,12,0.1176,SME,False,0,449.0,0.875,2,9292.72,0.06437154930159515,0.05,0.13004052473527228,0.05,1.5742857142857143,1.0,1.125,1.0,0.08855357142857144,0.45,0.54,9757.356,0.833332884953911,466.5863096100001
MF0397,Gambia,7862.75,42,0.2463,Agricultural,True,180,756.0,0.783,0,7862.75,0.04458282709314819,0.05,0.10337526396674374,0.05,0.6971428571428571,25.0,1.217,0.8,0.8484228571428573,0.45,0.315,8255.8875,1.0,2206.412353215
MF0398,Madagascar,19587.39,36,0.2072,Individual,False,0,465.0,0.831,7,15778.73,0.05447718819737166,0.05,0.116707894351008,0.05,1.5285714285714285,1.0,1.169,1.0,0.08934500000000001,0.45,0.54,16567.6665,0.8055555130111771,799.3286082589501
MF0399,Sierra Leone,8878.45,6,0.1748,Agricultural,True,0,427.0,0.806,3,4439.23,0.08916565418629636,0.05,0.16345052793348747,0.05,1.637142857142857,1.0,1.194,0.8,0.07818994285714286,0.45,0.315,4661.1915,0.5000005631613625,114.804363564828
MF0400,Syria,9138.41,54,0.1107,Women-owned,True,0,575.0,0.881,53,169.23,0.17499999999999996,0.05,0.2791121249739206,0.05,1.2142857142857142,1.0,1.119,0.8,0.05435142857142858,0.45,0.315,177.6915,0.01851853878300492,3.0422028640500005
MF0401,Guinea-Bissau,6057.85,54,0.0892,Women-owned,True,0,595.0,0.669,18,4038.57,0.06437154930159515,0.05,0.13004052473527228,0.05,1.157142857142857,1.0,1.331,0.8,0.06160628571428572,0.45,0.315,4240.498500000001,0.6666672169168929,82.29102908103
MF0402,Myanmar,7742.22,12,0.1344,SME,False,0,658.0,0.932,8,2580.74,0.09906001529051987,0.05,0.17678315831775177,0.05,0.9771428571428571,1.0,1.068,1.0,0.05217942857142857,0.45,0.54,2709.777,0.3333333333333333,76.35309232464
MF0403,Guinea-Bissau,10365.53,18,0.208,Individual,True,0,514.0,0.916,11,4031.04,0.06437154930159515,0.05,0.13004052473527228,0.05,1.3885714285714286,1.0,1.084,0.8,0.06020845714285716,0.45,0.315,4232.592000000001,0.38888894248533357,80.27391772108803
MF0404,Russia,2062.89,30,0.1258,Individual,False,0,364.0,0.676,30,0.0,0.02979948756095544,0.05,0.08345474562790181,0.05,1.8171428571428572,1.0,1.3239999999999998,1.0,0.12029485714285713,0.45,0.54,0.0,0.0,0.0
MF0405,Somalia,2755.77,30,0.1717,Women-owned,False,0,619.0,0.889,12,1653.46,0.09906001529051987,0.05,0.17678315831775177,0.05,1.0885714285714285,1.0,1.111,1.0,0.06047014285714286,0.45,0.54,1736.133,0.5999992742500282,56.69147368566001
MF0406,Myanmar,14685.43,6,0.2038,Agricultural,True,30,507.0,0.89,3,7342.72,0.09906001529051987,0.05,0.17678315831775177,0.05,1.4085714285714286,2.0,1.1099999999999999,0.8,0.12508114285714286,0.45,0.315,7709.856000000001,0.5000003404735169,303.77264391936
MF0407,"Yemen, Republic",9289.99,48,0.0984,SME,True,0,471.0,0.766,0,9289.99,0.11884873749896686,0.05,0.20344841908628034,0.05,1.5114285714285716,1.0,1.234,0.8,0.0746041142857143,0.45,0.315,9754.4895,1.0,229.23339057889203
MF0408,Guinea-Bissau,6994.04,48,0.1965,Agricultural,False,0,458.0,0.751,5,6265.49,0.06437154930159515,0.05,0.13004052473527228,0.05,1.5485714285714285,1.0,1.249,1.0,0.09670828571428572,0.45,0.54,6578.7645,0.8958327375880035,343.55935993302006
MF0409,Madagascar,8223.47,24,0.0956,Agricultural,True,0,645.0,0.731,7,5824.96,0.05447718819737166,0.05,0.116707894351008,0.05,1.0142857142857142,1.0,1.2690000000000001,0.8,0.05148514285714287,0.45,0.315,6116.2080000000005,0.7083335866732657,99.19156042656003
MF0410,Sierra Leone,10700.71,42,0.2441,Agricultural,False,0,369.0,0.877,3,9936.37,0.08916565418629636,0.05,0.16345052793348747,0.05,1.802857142857143,1.0,1.123,1.0,0.10123042857142858,0.45,0.54,10433.188500000002,0.9285710948152041,570.3243173396102
MF0411,Sierra Leone,5261.61,60,0.163,Individual,False,30,350.0,0.776,4,4910.84,0.08916565418629636,0.05,0.16345052793348747,0.05,1.8571428571428572,2.0,1.224,1.0,0.22731428571428572,0.45,0.54,5156.3820000000005,0.9333340935569152,632.9444172480001
MF0412,Zimbabwe,4347.5,18,0.1056,Women-owned,True,0,606.0,0.777,6,2898.33,0.08916565418629636,0.05,0.16345052793348747,0.05,1.1257142857142857,1.0,1.2229999999999999,0.8,0.05506994285714285,0.45,0.315,3043.2465,0.6666658999424957,52.791294419387995
MF0413,Haiti,9477.5,36,0.1382,Individual,True,0,715.0,0.723,22,3685.69,0.11884873749896686,0.05,0.20344841908628034,0.05,0.8142857142857143,1.0,1.2770000000000001,0.8,0.041593714285714296,0.45,0.315,3869.9745000000003,0.3888884199419678,50.70448329849002
